"module name","license","repository"
"@babel/plugin-transform-typeof-symbol@7.2.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-typeof-symbol"
"@babel/plugin-transform-typescript@7.6.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-typescript"
"@babel/plugin-transform-unicode-regex@7.6.2","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-unicode-regex"
"@babel/preset-env@7.6.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-env"
"@babel/preset-env@7.6.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-env"
"@babel/preset-react@7.0.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"@babel/preset-react@7.6.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"@babel/preset-typescript@7.6.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-typescript"
"@babel/runtime@7.6.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"@babel/template@7.6.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"@babel/traverse@7.6.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"@babel/types@7.6.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"@cnakazawa/watch@1.0.3","Apache-2.0","https://github.com/mikeal/watch"
"@csstools/convert-colors@1.4.0","CC0-1.0","https://github.com/jonathantneal/convert-colors"
"@csstools/normalize.css@9.0.1","CC0-1.0","https://github.com/csstools/normalize.css"
"@hapi/address@2.1.2","BSD-3-Clause","https://github.com/hapijs/address"
"@hapi/bourne@1.3.2","BSD-3-Clause","https://github.com/hapijs/bourne"
"@hapi/hoek@8.5.0","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/joi@15.1.1","BSD-3-Clause","https://github.com/hapijs/joi"
"@hapi/topo@3.1.6","BSD-3-Clause","https://github.com/hapijs/topo"
"@jest/console@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/core@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/environment@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/reporters@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/source-map@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/test-result@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/transform@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/types@24.9.0","MIT","https://github.com/facebook/jest"
"@mrmlnc/readdir-enhanced@2.2.1","MIT","https://github.com/bigstickcarpet/readdir-enhanced"
"@nodelib/fs.stat@1.1.3","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@svgr/babel-plugin-add-jsx-attribute@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
"@svgr/babel-plugin-replace-jsx-attribute-value@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-replace-jsx-attribute-value"
"@svgr/babel-plugin-svg-dynamic-title@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-svg-dynamic-title"
"@svgr/babel-plugin-svg-em-dimensions@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-svg-em-dimensions"
"@svgr/babel-plugin-transform-react-native-svg@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-transform-react-native-svg"
"@svgr/babel-plugin-transform-svg-component@4.2.0","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-plugin-transform-svg-component"
"@svgr/babel-preset@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/babel-preset"
"@svgr/core@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/core"
"@svgr/hast-util-to-babel-ast@4.3.2","MIT","https://github.com/smooth-code/svgr/tree/master/packages/hast-util-to-babel-ast"
"@svgr/plugin-jsx@4.3.3","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-jsx"
"@svgr/plugin-svgo@4.3.1","MIT","https://github.com/smooth-code/svgr/tree/master/packages/plugin-svgo"
"@svgr/webpack@4.3.2","MIT","https://github.com/smooth-code/svgr/tree/master/packages/webpack"
"@types/babel__core@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.6.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-visitor-keys@1.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/q@1.5.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@1.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@13.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@13.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@2.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/experimental-utils@2.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@2.6.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@2.6.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@webassemblyjs/ast@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.8.5","MIT",""
"@webassemblyjs/helper-buffer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.8.5","ISC",""
"@webassemblyjs/helper-module-context@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.8.5","MIT",""
"@webassemblyjs/leb128@1.8.5","MIT",""
"@webassemblyjs/utf8@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.8.5","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"abab@2.0.2","BSD-3-Clause","https://github.com/jsdom/abab"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-globals@4.3.4","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@5.1.0","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@6.2.0","MIT","https://github.com/acornjs/acorn"
"acorn@5.7.3","MIT","https://github.com/acornjs/acorn"
"acorn@6.3.0","MIT","https://github.com/acornjs/acorn"
"acorn@7.1.0","MIT","https://github.com/acornjs/acorn"
"address@1.1.2","MIT","https://github.com/node-modules/address"
"adjust-sourcemap-loader@2.0.0","MIT","https://github.com/bholloway/adjust-sourcemap-loader"
"adler-32@1.2.0","Apache-2.0","https://github.com/SheetJS/js-adler32"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.4.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.10.2","MIT","https://github.com/epoberezkin/ajv"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.2.1","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"aria-query@3.0.0","Apache-2.0","https://github.com/A11yance/aria-query"
"arity-n@1.0.4","MIT","https://github.com/stoeffel/arityN"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-includes@3.0.3","MIT","https://github.com/ljharb/array-includes"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types-flow@0.0.7","ISC","https://github.com/kyldvs/ast-types-flow"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@2.6.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@9.7.1","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.8.0","MIT","https://github.com/mhart/aws4"
"axobject-query@2.0.2","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-eslint@10.0.3","MIT","https://github.com/babel/babel-eslint"
"babel-extract-comments@1.0.0","MIT","https://github.com/jonschlinkert/babel-extract-comments"
"babel-jest@24.9.0","MIT","https://github.com/facebook/jest"
"babel-loader@8.0.6","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.0","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-istanbul@5.2.0","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@24.9.0","MIT","https://github.com/facebook/jest"
"babel-plugin-macros@2.6.1","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-named-asset-import@0.3.4","MIT","https://github.com/facebook/create-react-app"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-react-remove-prop-types@0.4.24","MIT","https://github.com/oliviertassinari/babel-plugin-transform-react-remove-prop-types"
"babel-preset-jest@24.9.0","MIT","https://github.com/facebook/jest"
"babel-preset-react-app@9.0.2","MIT","https://github.com/facebook/create-react-app"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.3.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"bluebird@3.7.1","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-process-hrtime@0.1.3","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browser-resolve@1.11.3","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.7.0","MIT","https://github.com/browserslist/browserslist"
"browserslist@4.7.2","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@12.0.3","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-me-maybe@1.0.1","MIT","https://github.com/limulus/call-me-maybe"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001006","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit"
"case-sensitive-paths-webpack-plugin@2.2.0","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"cfb@1.1.3","Apache-2.0","https://github.com/SheetJS/js-cfb"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"chkin@0.1.0","UNKNOWN","https://github.com/gelue-club/chkin"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
